,campaign_id,ad_type,date,spend,actions,audience,state,hair_color
250,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-04-18,100,"[{""action"": ""views"", ""source1"": 80}, {""source2"": 11, ""action"": ""conversions""}, {""source2"": 25, ""action"": ""conversions""}, {""source2"": 94, ""action"": ""views""}]",CO_pink_39-44,CO,pink
252,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-05-09,508,"[{""action"": ""conversions"", ""source1"": 72}]",CO_pink_39-44,CO,pink
254,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-05-09,590,"[{""action"": ""views"", ""source1"": 54}, {""source2"": 5, ""action"": ""conversions""}, {""source2"": 3, ""action"": ""views""}, {""action"": ""views"", ""source1"": 29}, {""action"": ""conversions"", ""source1"": 90}]",CO_pink_39-44,CO,pink
256,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-02-12,740,"[{""source2"": 70, ""action"": ""conversions""}, {""source2"": 62, ""action"": ""conversions""}]",CO_pink_39-44,CO,pink
258,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-03-12,293,[],CO_pink_39-44,CO,pink
260,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-04-17,740,"[{""action"": ""conversions"", ""source1"": 24}, {""source2"": 30, ""action"": ""conversions""}]",CO_pink_39-44,CO,pink
262,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-04-01,0,"[{""source2"": 37, ""action"": ""views""}, {""action"": ""views"", ""source1"": 11}]",CO_pink_39-44,CO,pink
264,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-02-13,178,[],CO_pink_39-44,CO,pink
266,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-02-26,603,"[{""source2"": 53, ""action"": ""conversions""}, {""source2"": 11, ""action"": ""conversions""}, {""source2"": 63, ""action"": ""conversions""}, {""source2"": 93, ""action"": ""views""}]",CO_pink_39-44,CO,pink
268,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-04-18,0,"[{""action"": ""views"", ""source1"": 90}, {""source2"": 27, ""action"": ""conversions""}, {""source2"": 0, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 40}]",CO_pink_39-44,CO,pink
270,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-02-14,701,"[{""source2"": 42, ""action"": ""conversions""}]",CO_pink_39-44,CO,pink
272,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,video,2017-03-17,467,[],CO_pink_39-44,CO,pink
274,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-03-07,585,"[{""source2"": 99, ""action"": ""conversions""}]",CO_pink_39-44,CO,pink
276,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-02-21,486,[],CO_pink_39-44,CO,pink
278,c3b12695-647e-4cf6-9f20-c3c34ac9e8e5,photo,2017-02-20,509,"[{""action"": ""views"", ""source1"": 98}, {""source2"": 88, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 89}]",CO_pink_39-44,CO,pink
280,d1d7df00-692d-4804-bef4-0e8f1ad800c9,video,2017-05-16,970,"[{""source2"": 96, ""action"": ""conversions""}, {""source2"": 81, ""action"": ""conversions""}, {""source2"": 45, ""action"": ""conversions""}, {""source2"": 49, ""action"": ""views""}]",WY_red_39-44,WY,red
282,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-04-10,113,"[{""action"": ""views"", ""source1"": 76}]",WY_red_39-44,WY,red
284,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-03-27,405,"[{""action"": ""views"", ""source1"": 94}]",WY_red_39-44,WY,red
286,d1d7df00-692d-4804-bef4-0e8f1ad800c9,video,2017-03-09,410,"[{""source2"": 11, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 42}, {""source2"": 27, ""action"": ""conversions""}, {""source2"": 78, ""action"": ""views""}]",WY_red_39-44,WY,red
288,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-03-29,0,[],WY_red_39-44,WY,red
290,d1d7df00-692d-4804-bef4-0e8f1ad800c9,video,2017-03-07,133,"[{""action"": ""views"", ""source1"": 18}, {""source2"": 91, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 57}, {""source2"": 50, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 74}]",WY_red_39-44,WY,red
292,d1d7df00-692d-4804-bef4-0e8f1ad800c9,video,2017-04-18,193,"[{""source2"": 41, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 1}]",WY_red_39-44,WY,red
294,d1d7df00-692d-4804-bef4-0e8f1ad800c9,video,2017-04-15,58,"[{""source2"": 60, ""action"": ""views""}, {""source2"": 3, ""action"": ""conversions""}, {""source2"": 67, ""action"": ""conversions""}]",WY_red_39-44,WY,red
296,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-04-20,883,"[{""source2"": 63, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 70}]",WY_red_39-44,WY,red
298,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-04-24,950,"[{""action"": ""conversions"", ""source1"": 9}, {""action"": ""views"", ""source1"": 88}, {""action"": ""views"", ""source1"": 73}, {""source2"": 10, ""action"": ""conversions""}, {""source2"": 2, ""action"": ""views""}]",WY_red_39-44,WY,red
300,d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-05-07,816,"[{""source2"": 3, ""action"": ""views""}, {""source2"": 27, ""action"": ""conversions""}, {""source2"": 15, ""action"": ""conversions""}, {""source2"": 34, ""action"": ""views""}]",WY_red_39-44,WY,red
302,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-05-05,999,"[{""action"": ""conversions"", ""source1"": 32}]",IN_white_42-47,IN,white
304,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-04-28,759,"[{""source2"": 33, ""action"": ""views""}, {""source2"": 36, ""action"": ""conversions""}, {""source2"": 75, ""action"": ""conversions""}]",IN_white_42-47,IN,white
306,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-03-10,983,[],IN_white_42-47,IN,white
308,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-03-24,736,"[{""source2"": 62, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 85}, {""action"": ""views"", ""source1"": 65}, {""action"": ""views"", ""source1"": 72}]",IN_white_42-47,IN,white
310,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-03-22,595,[],IN_white_42-47,IN,white
312,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-04-22,679,"[{""action"": ""conversions"", ""source1"": 55}, {""action"": ""conversions"", ""source1"": 60}, {""source2"": 42, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 57}, {""source2"": 72, ""action"": ""views""}]",IN_white_42-47,IN,white
314,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-05-18,403,"[{""action"": ""views"", ""source1"": 54}, {""source2"": 13, ""action"": ""views""}]",IN_white_42-47,IN,white
316,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-05-15,744,"[{""action"": ""conversions"", ""source1"": 18}]",IN_white_42-47,IN,white
318,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-05-09,656,"[{""action"": ""conversions"", ""source1"": 21}, {""source2"": 77, ""action"": ""views""}, {""source2"": 0, ""action"": ""views""}, {""source2"": 6, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 68}]",IN_white_42-47,IN,white
320,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-02-18,855,"[{""action"": ""conversions"", ""source1"": 43}, {""action"": ""views"", ""source1"": 85}, {""source2"": 85, ""action"": ""views""}, {""action"": ""views"", ""source1"": 83}]",IN_white_42-47,IN,white
322,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-03-10,0,"[{""source2"": 42, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 60}, {""source2"": 96, ""action"": ""views""}, {""action"": ""views"", ""source1"": 42}]",IN_white_42-47,IN,white
324,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-05-03,495,"[{""source2"": 8, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 63}]",IN_white_42-47,IN,white
326,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-05-16,134,"[{""source2"": 77, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 13}, {""source2"": 54, ""action"": ""conversions""}, {""source2"": 11, ""action"": ""views""}]",IN_white_42-47,IN,white
328,27b3c954-991c-4f41-874d-78d97d7b967e,photo,2017-02-12,672,"[{""action"": ""conversions"", ""source1"": 52}, {""source2"": 6, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 61}, {""action"": ""conversions"", ""source1"": 38}, {""action"": ""conversions"", ""source1"": 10}]",IN_white_42-47,IN,white
330,27b3c954-991c-4f41-874d-78d97d7b967e,video,2017-02-12,14,"[{""action"": ""conversions"", ""source1"": 35}, {""action"": ""views"", ""source1"": 28}, {""source2"": 23, ""action"": ""views""}, {""action"": ""views"", ""source1"": 40}]",IN_white_42-47,IN,white
332,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,video,2017-04-10,516,"[{""source2"": 78, ""action"": ""conversions""}, {""source2"": 54, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 58}, {""action"": ""views"", ""source1"": 17}, {""source2"": 15, ""action"": ""views""}]",ND_red_27-32,ND,red
334,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,photo,2017-02-25,768,"[{""source2"": 38, ""action"": ""conversions""}]",ND_red_27-32,ND,red
336,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,video,2017-02-22,0,"[{""action"": ""views"", ""source1"": 65}, {""action"": ""conversions"", ""source1"": 48}, {""action"": ""views"", ""source1"": 58}, {""source2"": 28, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 57}]",ND_red_27-32,ND,red
338,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,photo,2017-02-12,91,"[{""source2"": 51, ""action"": ""views""}, {""source2"": 71, ""action"": ""views""}, {""source2"": 21, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 96}]",ND_red_27-32,ND,red
340,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,photo,2017-02-09,719,"[{""source2"": 93, ""action"": ""views""}]",ND_red_27-32,ND,red
342,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,photo,2017-04-10,324,"[{""source2"": 15, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 97}, {""action"": ""conversions"", ""source1"": 87}]",ND_red_27-32,ND,red
344,860ca5b7-e924-4be4-aed5-6a7bcfd9cb05,video,2017-04-24,0,"[{""action"": ""views"", ""source1"": 47}]",ND_red_27-32,ND,red
346,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-04-21,134,"[{""source2"": 44, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 76}, {""source2"": 41, ""action"": ""views""}, {""source2"": 11, ""action"": ""views""}]",CO_purple_18-23,CO,purple
348,f2ec3c10-4b04-4c10-82e2-e21974b350b6,video,2017-02-23,297,"[{""source2"": 25, ""action"": ""conversions""}, {""source2"": 24, ""action"": ""conversions""}, {""source2"": 86, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 80}]",CO_purple_18-23,CO,purple
350,f2ec3c10-4b04-4c10-82e2-e21974b350b6,video,2017-03-19,668,"[{""source2"": 37, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 50}, {""action"": ""views"", ""source1"": 4}, {""source2"": 98, ""action"": ""views""}]",CO_purple_18-23,CO,purple
352,f2ec3c10-4b04-4c10-82e2-e21974b350b6,video,2017-02-16,764,"[{""action"": ""views"", ""source1"": 12}, {""action"": ""views"", ""source1"": 13}, {""action"": ""views"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 5}]",CO_purple_18-23,CO,purple
354,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-03-11,940,[],CO_purple_18-23,CO,purple
356,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-03-09,271,"[{""action"": ""conversions"", ""source1"": 75}, {""action"": ""conversions"", ""source1"": 56}, {""action"": ""views"", ""source1"": 63}]",CO_purple_18-23,CO,purple
358,f2ec3c10-4b04-4c10-82e2-e21974b350b6,video,2017-04-26,950,"[{""source2"": 87, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 88}, {""action"": ""conversions"", ""source1"": 9}]",CO_purple_18-23,CO,purple
360,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-04-22,13,[],CO_purple_18-23,CO,purple
362,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-05-07,102,"[{""action"": ""conversions"", ""source1"": 0}]",CO_purple_18-23,CO,purple
364,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-02-19,122,"[{""action"": ""conversions"", ""source1"": 51}, {""action"": ""views"", ""source1"": 11}, {""action"": ""views"", ""source1"": 93}]",CO_purple_18-23,CO,purple
366,f2ec3c10-4b04-4c10-82e2-e21974b350b6,photo,2017-02-25,991,[],CO_purple_18-23,CO,purple
368,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-04-27,236,"[{""action"": ""views"", ""source1"": 63}]",MS_green_18-23,MS,green
370,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-04-24,521,"[{""action"": ""views"", ""source1"": 58}, {""action"": ""views"", ""source1"": 83}, {""source2"": 37, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 91}, {""action"": ""conversions"", ""source1"": 86}]",MS_green_18-23,MS,green
372,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-02-19,670,"[{""source2"": 36, ""action"": ""views""}, {""source2"": 57, ""action"": ""conversions""}, {""source2"": 56, ""action"": ""views""}, {""source2"": 45, ""action"": ""views""}, {""action"": ""views"", ""source1"": 82}]",MS_green_18-23,MS,green
374,4e03a26b-9460-45d0-968b-e2212ba37377,photo,2017-03-02,75,"[{""action"": ""views"", ""source1"": 39}, {""source2"": 77, ""action"": ""conversions""}, {""source2"": 10, ""action"": ""views""}, {""source2"": 7, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 88}]",MS_green_18-23,MS,green
376,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-05-04,18,"[{""action"": ""views"", ""source1"": 44}, {""source2"": 64, ""action"": ""conversions""}]",MS_green_18-23,MS,green
378,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-04-13,173,"[{""action"": ""conversions"", ""source1"": 97}, {""action"": ""views"", ""source1"": 73}, {""source2"": 90, ""action"": ""views""}]",MS_green_18-23,MS,green
380,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-03-12,484,"[{""source2"": 43, ""action"": ""views""}, {""source2"": 64, ""action"": ""views""}]",MS_green_18-23,MS,green
382,4e03a26b-9460-45d0-968b-e2212ba37377,video,2017-02-15,753,"[{""action"": ""views"", ""source1"": 59}, {""action"": ""conversions"", ""source1"": 39}, {""source2"": 15, ""action"": ""views""}, {""source2"": 35, ""action"": ""conversions""}]",MS_green_18-23,MS,green
384,4e03a26b-9460-45d0-968b-e2212ba37377,photo,2017-02-14,0,[],MS_green_18-23,MS,green
386,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-02-26,160,"[{""source2"": 41, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 33}, {""action"": ""conversions"", ""source1"": 96}, {""source2"": 5, ""action"": ""views""}]",GA_red_30-35,GA,red
388,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-05-01,82,"[{""action"": ""conversions"", ""source1"": 86}, {""action"": ""views"", ""source1"": 99}]",GA_red_30-35,GA,red
390,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-03-29,495,[],GA_red_30-35,GA,red
392,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-04-13,681,[],GA_red_30-35,GA,red
394,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-04-25,652,"[{""action"": ""views"", ""source1"": 18}, {""source2"": 17, ""action"": ""conversions""}, {""source2"": 81, ""action"": ""views""}]",GA_red_30-35,GA,red
396,d65386eb-8c50-4cfd-99d7-d7a508e76731,photo,2017-04-01,198,"[{""source2"": 94, ""action"": ""views""}, {""source2"": 35, ""action"": ""conversions""}, {""source2"": 87, ""action"": ""views""}]",GA_red_30-35,GA,red
398,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-04-12,0,[],GA_red_30-35,GA,red
400,d65386eb-8c50-4cfd-99d7-d7a508e76731,photo,2017-03-31,0,"[{""action"": ""views"", ""source1"": 71}]",GA_red_30-35,GA,red
402,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-03-22,545,"[{""source2"": 65, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 22}, {""source2"": 22, ""action"": ""conversions""}]",GA_red_30-35,GA,red
404,d65386eb-8c50-4cfd-99d7-d7a508e76731,video,2017-05-03,995,[],GA_red_30-35,GA,red
406,f2054dcc-b56a-4b90-a89d-2f3e21193479,video,2017-03-27,909,"[{""source2"": 59, ""action"": ""conversions""}, {""source2"": 71, ""action"": ""conversions""}, {""source2"": 76, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 77}]",CT_green_39-44,CT,green
408,f2054dcc-b56a-4b90-a89d-2f3e21193479,photo,2017-03-04,579,"[{""action"": ""views"", ""source1"": 88}, {""action"": ""conversions"", ""source1"": 10}, {""action"": ""conversions"", ""source1"": 84}]",CT_green_39-44,CT,green
410,f2054dcc-b56a-4b90-a89d-2f3e21193479,photo,2017-03-05,145,[],CT_green_39-44,CT,green
412,f2054dcc-b56a-4b90-a89d-2f3e21193479,video,2017-04-18,133,"[{""action"": ""conversions"", ""source1"": 85}, {""source2"": 95, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 54}, {""action"": ""conversions"", ""source1"": 87}, {""action"": ""conversions"", ""source1"": 26}]",CT_green_39-44,CT,green
414,f2054dcc-b56a-4b90-a89d-2f3e21193479,photo,2017-05-09,0,"[{""action"": ""views"", ""source1"": 16}, {""source2"": 44, ""action"": ""conversions""}]",CT_green_39-44,CT,green
416,f2054dcc-b56a-4b90-a89d-2f3e21193479,video,2017-04-07,865,"[{""action"": ""conversions"", ""source1"": 65}, {""action"": ""conversions"", ""source1"": 77}, {""action"": ""conversions"", ""source1"": 93}]",CT_green_39-44,CT,green
418,f2054dcc-b56a-4b90-a89d-2f3e21193479,video,2017-03-08,0,[],CT_green_39-44,CT,green
420,f2054dcc-b56a-4b90-a89d-2f3e21193479,photo,2017-05-11,92,"[{""source2"": 27, ""action"": ""conversions""}, {""source2"": 65, ""action"": ""views""}, {""action"": ""views"", ""source1"": 51}, {""action"": ""conversions"", ""source1"": 54}, {""source2"": 60, ""action"": ""conversions""}]",CT_green_39-44,CT,green
422,f2054dcc-b56a-4b90-a89d-2f3e21193479,photo,2017-03-11,626,"[{""source2"": 89, ""action"": ""views""}]",CT_green_39-44,CT,green
424,f2054dcc-b56a-4b90-a89d-2f3e21193479,video,2017-05-08,854,"[{""action"": ""views"", ""source1"": 59}, {""source2"": 66, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 40}, {""source2"": 76, ""action"": ""views""}, {""action"": ""views"", ""source1"": 14}]",CT_green_39-44,CT,green
426,24f8d910-870b-4b8e-8ab5-e196e9a935da,photo,2017-03-06,0,"[{""action"": ""conversions"", ""source1"": 93}, {""action"": ""conversions"", ""source1"": 74}]",RI_black_48-53,RI,black
428,24f8d910-870b-4b8e-8ab5-e196e9a935da,photo,2017-04-29,213,"[{""source2"": 97, ""action"": ""views""}, {""action"": ""views"", ""source1"": 45}]",RI_black_48-53,RI,black
430,24f8d910-870b-4b8e-8ab5-e196e9a935da,video,2017-03-31,691,"[{""source2"": 81, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 14}]",RI_black_48-53,RI,black
432,24f8d910-870b-4b8e-8ab5-e196e9a935da,photo,2017-04-10,887,"[{""action"": ""conversions"", ""source1"": 75}, {""source2"": 36, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 73}]",RI_black_48-53,RI,black
434,24f8d910-870b-4b8e-8ab5-e196e9a935da,video,2017-04-07,461,"[{""source2"": 90, ""action"": ""views""}, {""action"": ""views"", ""source1"": 88}]",RI_black_48-53,RI,black
436,24f8d910-870b-4b8e-8ab5-e196e9a935da,video,2017-04-21,240,"[{""action"": ""conversions"", ""source1"": 23}, {""action"": ""views"", ""source1"": 60}]",RI_black_48-53,RI,black
438,24f8d910-870b-4b8e-8ab5-e196e9a935da,video,2017-02-22,575,"[{""action"": ""conversions"", ""source1"": 38}, {""action"": ""conversions"", ""source1"": 89}, {""source2"": 17, ""action"": ""conversions""}, {""source2"": 4, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 54}]",RI_black_48-53,RI,black
440,810fda17-a186-44ac-add0-3451d00ce068,photo,2017-04-27,83,"[{""action"": ""conversions"", ""source1"": 72}, {""action"": ""views"", ""source1"": 21}]",SC_red_57-62,SC,red
442,810fda17-a186-44ac-add0-3451d00ce068,photo,2017-05-17,914,"[{""source2"": 80, ""action"": ""views""}]",SC_red_57-62,SC,red
444,810fda17-a186-44ac-add0-3451d00ce068,photo,2017-03-21,5,"[{""source2"": 8, ""action"": ""views""}, {""source2"": 37, ""action"": ""views""}, {""source2"": 76, ""action"": ""views""}, {""source2"": 19, ""action"": ""conversions""}]",SC_red_57-62,SC,red
446,810fda17-a186-44ac-add0-3451d00ce068,photo,2017-03-07,274,"[{""source2"": 17, ""action"": ""views""}, {""action"": ""views"", ""source1"": 82}, {""source2"": 92, ""action"": ""views""}]",SC_red_57-62,SC,red
448,810fda17-a186-44ac-add0-3451d00ce068,photo,2017-04-12,726,"[{""source2"": 28, ""action"": ""views""}, {""source2"": 45, ""action"": ""views""}, {""action"": ""views"", ""source1"": 98}]",SC_red_57-62,SC,red
